ville,pays,date_extraction,temperature,temperature_min,temperature_max,ressentie,humidite,pression_mer,pression_sol,visibilite,vent_vitesse,vent_direction,nuages,condition,description,heure_lever_soleil,heure_coucher_soleil,timezone
Tuléar,MG,2025-07-01 00:02:20,21.24,21.24,21.24,21.4,76,1021,1020,10000,7.33,118,0,Clear,ciel dégagé,1751341649,1751380234,10800
