ville,pays,date_extraction,temperature,temperature_min,temperature_max,ressentie,humidite,pression_mer,pression_sol,visibilite,vent_vitesse,vent_direction,nuages,condition,description,heure_lever_soleil,heure_coucher_soleil,timezone
Riyad,SA,2025-07-01 00:00:24,32.54,32.54,32.54,30.22,9,1000,930,10000,9.61,291,4,Clear,ciel dégagé,1751335650,1751384767,10800
