ville,pays,date_extraction,temperature,temperature_min,temperature_max,ressentie,humidite,pression_mer,pression_sol,visibilite,vent_vitesse,vent_direction,nuages,condition,description,heure_lever_soleil,heure_coucher_soleil,timezone
Berlin,DE,2025-06-27 00:00:30,19.93,18.94,21.05,20.15,83,1014,1009,10000,4.47,232,75,Clouds,nuageux,1750992313,1751052805,7200
