ville,pays,date_extraction,temperature,temperature_min,temperature_max,ressentie,humidite,pression_mer,pression_sol,visibilite,vent_vitesse,vent_direction,nuages,condition,description,heure_lever_soleil,heure_coucher_soleil,timezone
Sambava,MG,2025-06-26 00:01:29,19.23,19.23,19.23,19.32,81,1017,1016,10000,4.16,219,8,Clear,ciel dégagé,1750907013,1750947637,10800
